Size,Edge Probability,Avg Time (s),Avg Flow
10,0.6,0.00044544537862141925,42.333333333333336
20,0.6,0.0007023811340332031,129.0
50,0.6,0.005743344624837239,318.3333333333333
100,0.6,0.02886819839477539,592.6666666666666
200,0.6,0.18521531422932944,1180.6666666666667
